id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;neighbourhood_group
144087;LUXURY OF THE HORIZON;616825;Rinaldo;Harlem;40.80473;-73.9532;Entire home/apt;259;8;17;2019-05-18;0.17;1;343;Manhattan
144148;1 Bdrm in 4 Bdrm dupelx/roof deck;299755;Jonathan;East Village;40.72217;-73.98419;Private room;96;1;34;2016-01-05;0.58;1;0;Manhattan
145064;The Heart of Prime Williamsburg;404424;Oliver;Williamsburg;40.71943;-73.9565;Entire home/apt;145;7;8;2014-06-06;0.08;1;0;Brooklyn
145994;Cozy 2 Bedroom with Private Garden;706418;Carolyn;Upper West Side;40.79264000000001;-73.97294000000002;Entire home/apt;95;5;2;2018-07-06;0.08;1;0;Manhattan
146754;Three-bedroom house in a quiet neighborhood;709434;Meighan;Windsor Terrace;40.65749;-73.97675;Entire home/apt;250;4;52;2019-04-27;0.72;1;188;Brooklyn
147586;Beautiful Duplex w/Private Garden;709334;Julie;Harlem;40.80474;-73.94688000000002;Entire home/apt;295;2;74;2019-06-16;0.76;2;264;Manhattan
148201;NYC - Sunny Greenwich Village 1br;715807;John;Greenwich Village;40.72831;-74.00177;Entire home/apt;175;3;18;2013-05-31;0.19;1;0;Manhattan
148259;Garage Designer Loft;716064;Mihalis;Williamsburg;40.71541;-73.94144;Entire home/apt;451;2;72;2019-05-11;0.86;1;331;Brooklyn
148825;Best City Area Columbia U Upper West Side C Park;718349;B.;Upper West Side;40.79765;-73.96245;Entire home/apt;165;2;191;2019-06-29;2.18;1;236;Manhattan
150804;Lower East Side 2 Bed Apt.;726333;Peter;Lower East Side;40.72008;-73.98404000000002;Entire home/apt;250;4;19;2019-07-06;0.2;1;0;Manhattan
151199;Astoria-Private Home NYC-;722320;Gladys & Bob;Astoria;40.75725;-73.91098000000002;Entire home/apt;129;1;414;2019-07-03;4.34;1;245;Queens
152078;CHARMING PRIVATE BEDROOM EAST VILLAGE;731904;Ewelina;East Village;40.72674;-73.9782;Private room;95;7;25;2019-02-12;0.3;1;359;Manhattan
152259;City Room - Semi Private Bedroom;256161;Wayne;Harlem;40.81156;-73.94570999999998;Private room;55;3;119;2019-05-28;1.22;5;333;Manhattan
152263;Cozy apartment in a brownstone;732535;William;Harlem;40.80497;-73.95016;Entire home/apt;300;2;203;2019-07-06;2.14;3;258;Manhattan
152520;Female Only Clean15min to Manhattan;733894;Lucy;Sunnyside;40.7385;-73.91806;Private room;42;40;53;2018-11-16;0.55;3;236;Queens
153405;Greenpoint Spacious Loft;737585;Pat;Greenpoint;40.72937;-73.95671;Entire home/apt;125;2;104;2019-06-16;1.09;1;22;Brooklyn
153780;Private E. Village Townhouse Stay;739499;Donna;East Village;40.72587;-73.98438;Private room;175;3;175;2019-06-28;1.8;1;236;Manhattan
154934;Harlem/Hamilton Heights Cozy Room;745069;Kimberly;Harlem;40.82426;-73.9463;Private room;75;3;38;2018-05-08;0.42;3;365;Manhattan
155296;Incredible Prime Williamsburg Loft!;656841;Meredith;Williamsburg;40.71624;-73.96271999999998;Entire home/apt;255;45;39;2019-05-02;0.5;1;89;Brooklyn
157673;Large  Loft Style  Studio  Space;757166;Tokunbo;Bedford-Stuyvesant;40.68101;-73.94081;Entire home/apt;72;31;88;2019-06-16;0.91;1;164;Brooklyn
158061;Hancock Town House!-Stuyvesant Mews;758441;Fred;Bedford-Stuyvesant;40.68669000000001;-73.91989000000002;Private room;165;1;27;2017-10-08;0.28;4;311;Brooklyn
158176;Entire Apt in Heart of Williamsburg;573065;Laura;Williamsburg;40.71534000000001;-73.95914;Entire home/apt;165;5;117;2019-06-29;1.28;1;23;Brooklyn
158290;Clinton Hill + Free Coffee = #smile;759583;Pepe;Clinton Hill;40.68288;-73.96024;Private room;75;3;43;2019-05-20;0.44;2;365;Brooklyn
158955;PRIVATE and SUNNY Williamsburg Apt!;465589;Amia;Williamsburg;40.70867;-73.94284;Entire home/apt;139;2;385;2019-06-29;4.0;1;222;Brooklyn
159749;Purple Room for 2/3 in brownstone $1450 per month;54275;JT And Tiziana;Bedford-Stuyvesant;40.67963;-73.93908;Private room;88;1;64;2019-07-01;0.68;3;238;Brooklyn
159815;Red Room for two in Brownstone for $1355/mo;54275;JT And Tiziana;Bedford-Stuyvesant;40.6798;-73.93908;Private room;80;1;39;2019-06-24;0.41;3;218;Brooklyn
160609;LOCATION LOCATION LOCATION UWS 60's;769247;Ligia;Upper West Side;40.77724;-73.98109000000002;Entire home/apt;200;3;10;2019-01-01;0.12;1;0;Manhattan
160994;In the heart of East Village;770831;James;East Village;40.72972;-73.97995;Entire home/apt;200;2;103;2019-06-24;1.08;1;235;Manhattan
161366;Sunny 15min to Manhattan LADY only;733894;Lucy;Sunnyside;40.74102;-73.91681;Private room;42;40;41;2019-06-01;0.43;3;246;Queens
161394;Surfer room 15mins to downtown NYC!;772300;Alain;Williamsburg;40.71309;-73.94128;Private room;90;6;3;2014-08-31;0.03;1;0;Brooklyn
"161996;Manhattan Penthouse-Max.12 guests;1856604;""Robert """"Bob"""""";Harlem;40.83096;-73.94633;Entire home/apt;295;3;227;2019-06-26;2.33;1;247;Manhattan"
162493;Prime Williamsburg 3 BR with Deck;776490;Andres;Williamsburg;40.71323;-73.95745;Entire home/apt;450;5;37;2018-12-27;0.79;1;15;Brooklyn
162508;Beautiful Brooklyn Oasis ;776645;Placid;Crown Heights;40.67212;-73.9506;Entire home/apt;130;2;29;2019-06-28;0.35;1;119;Brooklyn
163627;Blue Room in Awesome Artist's Apartment!;242506;Jsun;Williamsburg;40.71023;-73.96665;Private room;89;3;205;2017-12-31;2.31;3;0;Brooklyn
163809;Cool & Spacious Harlem Artist Flat;781647;Jorin;Harlem;40.80523;-73.95139;Entire home/apt;198;5;42;2019-06-03;0.44;2;234;Manhattan
163814;☆ STUDIO East Village ☆ Own bath! ☆ Sleeps 4 ☆;627217;Seith;East Village;40.72636;-73.98917;Entire home/apt;99;2;280;2019-07-05;2.92;3;257;Manhattan
163836;Greenpoint Loft / Le Chez Andrea;32169;Andrea;Greenpoint;40.72185;-73.93956;Private room;46;4;86;2019-06-08;0.89;3;350;Brooklyn
165080;Amazing Brownstone in Best Brooklyn;787273;Smadar;Carroll Gardens;40.6809;-73.99233000000002;Entire home/apt;500;7;7;2018-08-29;0.07;1;0;Brooklyn
165461;Couldn't Be Closer To Columbia Uni2;867225;Rahul;Morningside Heights;40.80525;-73.95916;Private room;75;5;57;2019-01-01;0.59;2;201;Manhattan
165824;Lady only Curtain-divided room;733894;Lucy;Sunnyside;40.74;-73.91901;Private room;33;44;31;2019-05-01;0.32;3;161;Queens
166006;Nice Manhattan Apt Near Central Park and Subway;791287;Giancarlo;Upper West Side;40.80006;-73.96049000000002;Entire home/apt;250;31;188;2018-08-23;1.94;1;259;Manhattan
166172;LG Private Room/Family Friendly;792159;Wanda;Bushwick;40.70283;-73.92130999999998;Private room;60;3;480;2019-07-07;6.7;1;0;Brooklyn
166541;Spacious Quiet rm - 20mins to Midtown;793620;Yvette;Washington Heights;40.84468;-73.94303000000002;Private room;75;2;34;2019-06-15;0.35;1;222;Manhattan
167013;Spacious modern studio apartment in Manhattan;306605;Daniel;Chelsea;40.74342;-73.99483000000002;Entire home/apt;205;9;3;2018-05-13;0.04;2;76;Manhattan
167017;Gorgeous Duplex + Garden;795889;Adam;Park Slope;40.67853;-73.98089;Entire home/apt;219;5;2;2014-08-31;0.03;1;0;Brooklyn
167222;CBG# 4Tiny room w/ huge window/AC;22486;Lisel;Park Slope;40.6788;-73.97643000000002;Private room;60;1;20;2018-08-24;0.21;6;258;Brooklyn
167482;Charming upper west side apartment;789257;Barbara;Upper West Side;40.77886;-73.98042;Entire home/apt;185;2;129;2019-06-07;1.33;1;14;Manhattan
168084;Light-filled East Village Delight;800982;Chris;East Village;40.72578;-73.97879;Entire home/apt;190;3;147;2019-06-30;1.6;1;27;Manhattan
168546;Spacious Duplex in Brownstone!;803086;Benton;East Harlem;40.80113;-73.94503;Entire home/apt;250;2;11;2016-01-02;0.12;2;68;Manhattan
168810;Lovely Vintage Haven—Heart of UWS;747698;Linda & Chris;Upper West Side;40.78569;-73.97581;Entire home/apt;175;65;11;2013-10-15;0.12;1;358;Manhattan
169002;Modern Space in Charming Pre-war;805344;Alec;Harlem;40.82411;-73.94934;Private room;65;2;41;2019-06-16;0.43;2;59;Manhattan
169152;Warehouse Loft with Garden view;806112;Julia;Bedford-Stuyvesant;40.68131;-73.95331999999998;Entire home/apt;75;2;87;2017-04-18;1.09;1;0;Brooklyn
169464;Creative Vintage Loft in S. Williamsburg;806774;Ali & SweetPea;Williamsburg;40.70667;-73.96524000000002;Entire home/apt;85;2;86;2019-05-16;0.89;2;15;Brooklyn
170420;The Happy home!;812814;Lena;East Harlem;40.7932;-73.94006999999998;Entire home/apt;79;2;15;2016-02-15;0.16;1;0;Manhattan
171776;Gorgeous 1 bdrm in huge duplex!;803086;Benton;Harlem;40.80224000000001;-73.94558;Private room;170;2;17;2015-10-01;0.18;2;88;Manhattan
172870;Large Quiet Bedroom Near Columbia U;781647;Jorin;Harlem;40.80518;-73.95359;Private room;89;5;43;2018-01-03;0.47;2;247;Manhattan
173072;Cozy Pre-War Harlem Apartment;826192;Lewis;Harlem;40.80827;-73.95329;Shared room;49;3;168;2019-07-06;4.6;1;248;Manhattan
173151;spacious studio;826459;Jane;Greenpoint;40.72901;-73.95812;Private room;91;3;241;2019-06-24;2.49;1;287;Brooklyn
174527;Cozy private family home in Bushwick;833926;Kris;Bushwick;40.69055;-73.92357;Entire home/apt;150;2;11;2018-10-28;0.46;1;0;Brooklyn
174966;Luxury 2Bed/2.5Bath Central Park View;836168;Henry;Upper West Side;40.7735;-73.98697;Entire home/apt;2000;30;30;2018-05-05;0.33;11;0;Manhattan
176135;Cosy Sunny 1brm in Prospect Heights;842125;Jennifer;Crown Heights;40.67505;-73.95969000000002;Entire home/apt;97;3;31;2018-10-23;0.32;1;193;Brooklyn
176653;East Village bedroom w rooftop;844862;Cj;East Village;40.72974;-73.98201;Private room;100;4;49;2019-05-07;0.51;2;43;Manhattan
176962;Williamsburg Home Away From Home!;846309;Dani;Williamsburg;40.70925;-73.95425;Entire home/apt;179;4;23;2019-04-13;0.24;1;25;Brooklyn
177421;Brand New Beautiful Duplex Apartment with Garden;848748;Sarah;Greenpoint;40.72315;-73.95226;Entire home/apt;500;2;20;2019-06-24;0.21;2;127;Brooklyn
177606;SPACIOUS ALCOVE STUDIO/ JUNIOR ONE;849492;Kathrine;Kips Bay;40.74112;-73.97686;Entire home/apt;189;6;90;2019-06-23;0.95;1;303;Manhattan
179670;High-end doorman bldg in the LES;21475;Milan;Lower East Side;40.72019;-73.98217;Private room;120;2;99;2019-06-27;1.04;1;345;Manhattan
179741;Spring & Mulberry 2 Bedroom Apartment;314941;Tony;Nolita;40.72133;-73.99665999999998;Entire home/apt;300;1;6;2019-06-28;0.06;3;115;Manhattan
180507;Ultra Modern NYC Garden Apartment;864735;Jason;Astoria;40.75744;-73.92163000000002;Entire home/apt;107;30;21;2018-12-01;0.22;8;200;Queens
180792;Modern Garden Apartment in NYC;864735;Jason;Astoria;40.75695;-73.9202;Entire home/apt;95;30;24;2019-04-04;0.26;8;271;Queens
181972;Gorgeous Entire Manhattan Townhouse;872121;Rosario;Harlem;40.8296;-73.94651;Entire home/apt;199;2;111;2019-06-02;1.17;1;12;Manhattan
182069;Cozy studio Apartment in Upper East;39260;Mat;East Harlem;40.79056;-73.9468;Entire home/apt;120;2;86;2019-06-20;0.91;1;268;Manhattan
182095;Historic classic central cozy Village clean NYU;872805;Mike;West Village;40.73631;-73.99977;Entire home/apt;199;15;66;2019-04-29;0.69;2;89;Manhattan
182649;Williamsburg bedroom by Bedford Ave;876054;Obed;Williamsburg;40.71312;-73.96199;Private room;70;2;227;2019-06-18;2.4;1;37;Brooklyn
185266;Clean and bright with a comfortable atmosphere;889106;Lisa;Williamsburg;40.71297;-73.94336;Private room;75;4;80;2019-07-06;1.55;1;0;Brooklyn
187488;WEST VILLAGE LRG CLEAN SUNNY PRIVATE BDRM;871727;Village;West Village;40.73712;-74.00166;Private room;100;30;5;2018-12-03;0.07;1;359;Manhattan
187566;Historic Brooklyn Studio Apartment;279078;Andrew & Markus;Bedford-Stuyvesant;40.69242;-73.95097;Entire home/apt;99;2;187;2019-06-10;1.97;2;287;Brooklyn
187986;Comfort at Crossroads of Downtown;904833;Daniel;Chelsea;40.73862;-73.99758;Entire home/apt;250;1;2;2015-08-28;0.02;1;0;Manhattan
"188146;""""""The Oasis"""" on Bedford Williamsburg"";906200;Mariana;Williamsburg;40.7158;-73.95803000000002;Entire home/apt;350;6;1;2016-01-01;0.02;1;233;Brooklyn"
188674;UNION SQUARE/ E. VILL 1BR BEAUTIFUL;909234;Leslie;East Village;40.73217;-73.98801;Entire home/apt;165;1;63;2018-01-12;0.68;1;0;Manhattan
189135;Hell's Kitchen Funky 80's Hideaway!;179020;Michael;Hell's Kitchen;40.76311;-73.99388;Private room;99;1;89;2019-07-01;1.0;1;353;Manhattan
189181;Room in Chic Modern High Line Luxury- New!;912541;David;Chelsea;40.74695;-74.00454;Private room;255;4;1;2014-04-20;0.02;1;365;Manhattan
189732;Family & Friends in New York City;489400;O'Dell;East New York;40.67497;-73.87305;Entire home/apt;169;3;177;2019-06-29;1.86;1;297;Brooklyn
189787;Spacious & Comfy BK Brownstone;915640;Sundiata;Crown Heights;40.66788;-73.94813;Entire home/apt;99;4;90;2019-06-30;0.94;1;56;Brooklyn
190267;Large Luxury Upper East Side Studio;918866;Marina;Upper East Side;40.76684;-73.95944;Entire home/apt;169;7;39;2019-07-07;0.41;1;44;Manhattan
190542;Chateau Style Brooklyn Loft for Singles or Couples;920542;Farrah;Bedford-Stuyvesant;40.68967;-73.95445;Entire home/apt;160;3;42;2019-05-18;0.44;1;355;Brooklyn
190968;Lovely Brooklyn Brownstone 1BR!;922922;Karen;Prospect Heights;40.67946;-73.96500999999998;Entire home/apt;215;3;33;2019-05-08;0.35;1;156;Brooklyn
190974;Beautiful Grdn. Apt. in Park Slope;874471;Alan;Park Slope;40.66944;-73.98083000000003;Entire home/apt;130;3;179;2019-05-29;2.02;1;273;Brooklyn
191075;Sun-drenched East Village Penthouse;923915;Matthew;East Village;40.72566;-73.97748;Private room;110;3;81;2019-03-28;0.85;2;274;Manhattan
193105;Columbus Circle Luxury Bldg - Private Room&Bath;936114;Marcela;Hell's Kitchen;40.7709;-73.99181;Private room;150;28;43;2019-06-29;0.45;2;258;Manhattan
193333;Bright Private Bedroom in Williamsburg (Bedford L);302936;Melody;Williamsburg;40.71943;-73.95958;Private room;65;30;52;2018-10-31;0.54;1;276;Brooklyn
193853;Quiet Chelsea Studio w/Charm;48599;Anastasia;Chelsea;40.74033;-74.00024;Entire home/apt;149;6;23;2018-05-21;0.27;2;0;Manhattan
194154;Large Room Overlooking Central Park;936830;Elina;Upper West Side;40.7969;-73.96128;Private room;89;6;35;2017-06-18;0.37;1;180;Manhattan
195233;Hospitality on Propsect Pk-12 yrs Hosting Legally!;949221;Dennis;Prospect-Lefferts Gardens;40.65513;-73.95640999999998;Private room;43;1;401;2019-07-04;6.62;2;43;Brooklyn
195578;Loft Style Apt in Williamsburg;304493;Erika;Williamsburg;40.70275;-73.94501;Private room;85;1;46;2018-12-30;0.97;1;59;Brooklyn
195971;2 Beds over Bed-Stuy;953279;Tim;Bedford-Stuyvesant;40.68897;-73.93569000000002;Entire home/apt;139;3;83;2019-06-23;1.19;1;255;Brooklyn
196010;Huge Bklyn Loft w Private Roofdeck;953565;Vanessa;Park Slope;40.67595;-73.98053;Entire home/apt;265;5;15;2015-06-14;0.16;1;0;Brooklyn
197155;Quiet Jr Alcove Near Times Square!;960836;Vlad;Hell's Kitchen;40.76415;-73.99067;Entire home/apt;149;1;122;2019-06-23;1.29;1;20;Manhattan
197753;Large room in elevator drman bldg;964482;Colin;Harlem;40.83127;-73.94718;Private room;68;2;295;2019-06-12;3.9;2;188;Manhattan
199195;Modern Bedroom in Hamilton Heights;971075;Jabari;Harlem;40.82922;-73.94174;Private room;75;3;50;2019-03-30;0.65;2;38;Manhattan
199312;Sunny Space in Williamsburg;973438;Susanne;Williamsburg;40.71137;-73.94362;Private room;100;2;273;2019-06-24;2.85;1;254;Brooklyn
200955;STYLISH EAST VILLAGE FLAT;568325;Simone;East Village;40.73089;-73.98195;Entire home/apt;160;30;25;2018-04-30;0.26;1;46;Manhattan
201992;Serene Park Slope Garden Apartment;988350;Andrea;Park Slope;40.6755;-73.97859;Entire home/apt;190;4;105;2019-05-11;1.62;1;328;Brooklyn
202273;Cozy and spacious - rare for NYC!;918087;Kestrel;Bedford-Stuyvesant;40.68812;-73.94934;Private room;67;4;72;2016-12-26;0.76;3;0;Brooklyn
203901;Beautiful UES apartment;1000477;Elizabeth;Upper East Side;40.7694;-73.9572;Entire home/apt;190;1;8;2016-09-18;0.08;1;0;Manhattan
204065;St. James Pl Garden Studio 1block to PRATT &Gtrain;51038;Erica;Clinton Hill;40.68634;-73.96161;Entire home/apt;248;2;58;2019-06-04;0.61;6;199;Brooklyn
204959;Comfortable. Spacious. Private Room.;464506;Ange;Chinatown;40.713;-73.99752;Private room;95;3;172;2019-07-02;1.84;2;64;Manhattan
205043;Modern Condo in Midtown;1007558;Welcome To My Place;Theater District;40.75895;-73.9883;Private room;150;1;330;2019-06-20;7.14;1;111;Manhattan
205485;Ideal Brooklyn Brownstone Apartment;1010242;Zora & Chris;Bedford-Stuyvesant;40.68186;-73.94113;Entire home/apt;145;3;123;2019-06-11;1.29;1;287;Brooklyn
205867;Private Entrance - Private Parking;1012691;Tiffaney;Williamsburg;40.71893;-73.9428;Entire home/apt;120;4;87;2019-07-03;0.99;1;263;Brooklyn
206772;Williamsburg Exposed Brick Loft;1017473;Evan;Williamsburg;40.71413;-73.96596;Entire home/apt;195;14;31;2019-05-26;0.33;1;263;Brooklyn
206957;Bright Modern Charming Housebarge;1018472;Angus;Sheepshead Bay;40.58422;-73.94079;Entire home/apt;70;4;128;2016-11-15;1.34;2;90;Brooklyn
208148;Central Bedford Avenue Apartment;1024355;Martina;Williamsburg;40.71973;-73.95581999999997;Entire home/apt;185;3;14;2015-08-31;0.15;1;0;Brooklyn
208889;Welcome to Brooklyn! Bed-Stuy;1029021;Jameelah;Bedford-Stuyvesant;40.69025;-73.93323000000002;Entire home/apt;145;3;30;2019-06-24;0.32;3;11;Brooklyn
209310;Sunnyside NYC/ AC room/ city views/ near Midtown;1031148;Iulia;Sunnyside;40.73826;-73.92458;Private room;50;28;258;2019-05-28;2.9;1;287;Queens
211078;Greenpoint Waterfront Loft;306739;Maya;Greenpoint;40.73049;-73.96115;Entire home/apt;185;3;228;2018-04-25;2.39;3;1;Brooklyn
211974;East Village House -- Unique!;272730;Goldi;East Village;40.72956;-73.97903000000002;Entire home/apt;250;1;60;2019-07-01;0.65;1;0;Manhattan
212109;2-bedroom share in heart of Greenwich Village!;666271;Susan;West Village;40.73854;-74.00820999999998;Private room;80;90;9;2019-06-30;0.2;1;338;Manhattan
212178;1 Bedroom Pre War apt;1094178;Jeremy;Theater District;40.75877;-73.98863;Entire home/apt;230;2;179;2019-06-19;1.88;1;44;Manhattan
212544;Quiet One Bedroom in Park Slope;1096084;Daniel;Gowanus;40.67688;-73.9859;Entire home/apt;100;7;9;2016-06-23;0.1;1;0;Brooklyn
213272;CreaTive Live-In Artspace/Birdsnest;293130;Meli;Bushwick;40.70051;-73.92204;Private room;40;1;1;2019-04-21;0.37;1;5;Brooklyn
213330;RARE Penthouse Oasis featured on DesignSponge;800223;Nader;Lower East Side;40.71712;-73.98898;Private room;200;30;25;2018-08-29;0.49;1;0;Manhattan
214917;New Clean Spacious Bed & Breakfast;1109658;Carmel;Emerson Hill;40.60742;-74.14388000000002;Private room;80;2;2;2018-02-08;0.05;1;158;Staten Island
215784;Modern Unique Studio in NYC;864735;Jason;Long Island City;40.75627;-73.9211;Entire home/apt;95;30;24;2019-03-31;0.25;8;358;Queens
218358;Your Haven in the Upper West Side;1129218;Orlando;Harlem;40.8078;-73.95208000000002;Private room;80;7;19;2019-06-03;0.35;1;285;Manhattan
219482;A Cozy Brooklyn Hideaway;759583;Pepe;Clinton Hill;40.68275;-73.96148000000002;Entire home/apt;172;4;8;2017-10-14;0.09;2;189;Brooklyn
219793;✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿;1138692;Keera (Jena);Lower East Side;40.71813;-73.98416;Entire home/apt;199;1;29;2015-06-03;0.31;2;162;Manhattan
219818;✿✿✿ COUNTRY COTTAGE IN THE CITY✿✿✿;1138692;Keera (Jena);Lower East Side;40.71892;-73.98401;Entire home/apt;199;1;14;2015-07-20;0.15;2;158;Manhattan
220351;THE BEST DEAL ON THE HUDSON RIVER!!;921500;Boubacar And Pattee;Harlem;40.82748;-73.95153;Private room;55;4;99;2019-02-28;1.04;1;260;Manhattan
220563;Lovely HUGE Master Bed + Study;918087;Kestrel;Bedford-Stuyvesant;40.68634;-73.95088;Private room;75;3;59;2017-01-05;0.62;3;0;Brooklyn
220946;Newly Reno’d Chic Quiet Exec 1BR;1144415;Lisa;East Village;40.72229;-73.97901;Entire home/apt;146;3;142;2019-06-16;1.5;1;166;Manhattan
221097;Large Artist Floorthru- Greenpoint;1146744;Deborah;Greenpoint;40.72595;-73.95298000000003;Entire home/apt;116;29;22;2019-03-15;0.23;1;335;Brooklyn
221618;Gorgeous PermaGO Private Room in FiDi - 1/2;4887492;Gershwyn;Tribeca;40.71193;-74.00816999999998;Private room;150;3;82;2019-05-21;0.87;2;90;Manhattan
222054;CBG Helps Haiti Rm #3;22486;Lisel;Park Slope;40.68012;-73.97847;Private room;120;2;23;2018-09-15;0.24;6;342;Brooklyn
222304;BEST DEAL IN CHELSEA 1 bdrm NYC;1153993;Anton;Chelsea;40.74233;-73.99865;Entire home/apt;199;4;32;2019-05-08;0.34;1;28;Manhattan
223930;Lovely Apartment;1164642;Rosalynn;Prospect Heights;40.67424000000001;-73.96665;Entire home/apt;150;5;24;2019-06-23;0.25;1;363;Brooklyn
224004;Artsy Loft-like Harlem Apartment;1165231;Deirdre;Harlem;40.80486;-73.95298000000003;Private room;69;1;59;2018-10-26;0.63;2;86;Manhattan
224006;Harlem/Manhattan Classic Apartment;1165231;Deirdre;Harlem;40.80307;-73.95048;Private room;300;55;6;2015-01-02;0.08;2;83;Manhattan
225297;Quiet sunny studio Midtown;1173599;Gaya;Midtown;40.74267;-73.98569;Entire home/apt;125;4;3;2018-12-26;0.03;1;0;Manhattan
225306;Charming room in Victorian home;1112560;Mary;Bedford-Stuyvesant;40.68749;-73.95494000000002;Private room;79;3;115;2019-07-05;1.21;3;264;Brooklyn
225887;Brooklyn B & B close to Manhattan;663879;Christopher;Fort Greene;40.68645;-73.97538;Private room;130;3;154;2019-06-19;1.63;2;305;Brooklyn
225926;The Notorious B.N.B. { The Erhart };1177497;Jessica;Clinton Hill;40.68999;-73.96710999999998;Private room;239;1;164;2019-07-01;1.73;11;356;Brooklyn
225976;Sunny cozy multileveled apartment!;1177947;Marina;Shore Acres;40.61077;-74.06824;Entire home/apt;75;6;76;2019-06-13;0.8;1;278;Staten Island
226021;Sunny 2 bedroom Williamsburg Duplex w/ 3 beds;815977;Ryan;Williamsburg;40.71126;-73.94575999999998;Entire home/apt;220;3;116;2019-06-30;1.23;2;135;Brooklyn
227715;ROOM WITH KITCHENETTE #2;209460;Marylyn;Bedford-Stuyvesant;40.67855;-73.94949;Entire home/apt;80;3;234;2019-06-30;2.47;4;308;Brooklyn
227735;Alpha-Bet City entire floor large cool 2br -L.E.S;1187935;Daniel;East Village;40.72416;-73.9853;Entire home/apt;288;2;120;2019-06-24;1.27;1;229;Manhattan
"228317;""Your Haven Awaits At """"Emma's Place"""""";1191142;Lady Jay;Bedford-Stuyvesant;40.68516;-73.92520999999998;Entire home/apt;135;4;82;2019-05-18;0.87;1;273;Brooklyn"
228517;Great Bedroom in Downtown Manhattan;1192610;Raven;Chinatown;40.71611;-73.99828000000002;Private room;110;30;59;2019-06-24;0.64;1;281;Manhattan
228925;Beautiful Brownstone;1194377;Marceline;Bedford-Stuyvesant;40.67964;-73.93946;Entire home/apt;100;7;63;2019-06-26;1.87;1;321;Brooklyn
228979;1BDR - Hell's Kitchen Hideaway;1190088;Tim;Hell's Kitchen;40.76189;-73.99;Private room;130;2;52;2018-08-14;0.55;1;303;Manhattan
229367;COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT;1097545;Carol;East Village;40.72645;-73.98035;Private room;89;1;278;2019-07-03;2.95;3;192;Manhattan
229874;Oversized Studio in Park Slope;507304;Derrick;Sunset Park;40.66293;-73.99833000000002;Entire home/apt;200;5;1;2012-01-02;0.01;1;0;Brooklyn
230321;Apt with EmpireState view-Subway around the corner;1203500;Civan;Bedford-Stuyvesant;40.69046;-73.95167;Entire home/apt;80;2;35;2019-06-09;0.4;1;36;Brooklyn
230877;Monthly Apartment Rental;292204;Blanca;East Harlem;40.79239000000001;-73.94535;Entire home/apt;135;28;115;2019-06-30;1.21;2;341;Manhattan
230956;Wonderfully inviting East Village;1207399;Mark;East Village;40.72709;-73.98274;Private room;90;1;109;2015-10-02;1.15;1;333;Manhattan
231414;TURQUOISE: One-Bedroom Apt. in Soho;1184442;Roberto;SoHo;40.72599;-74.00168000000002;Private room;270;5;1;2013-07-09;0.01;1;210;Manhattan
233189;NYC Studio in Heart of Times Square;1220414;Michael;Hell's Kitchen;40.76166;-73.99675;Entire home/apt;179;30;83;2019-05-31;0.88;1;292;Manhattan
233638;rooms for rent in Queens with piano;1012895;Melody;Ridgewood;40.70163;-73.90867;Private room;55;1;19;2018-07-31;0.25;1;311;Queens
233662;Large Sunny Luxe Prvt Room/Midtown;1223568;Tiffany;Midtown;40.75575;-73.96842;Private room;110;2;61;2019-05-18;0.65;1;264;Manhattan
234184;Spacious Stunning Harlem Townhouse;902054;William;Harlem;40.80903;-73.94197;Entire home/apt;325;5;89;2019-06-30;0.94;1;153;Manhattan
234870;Private Room With GREAT Location;1229984;John;Long Island City;40.74581;-73.95295;Private room;75;30;65;2017-07-31;0.74;3;219;Queens
235552;HUGE Sunny Duplex Loft with Garden;1234405;Bertie;South Slope;40.66414;-73.98574;Entire home/apt;300;1;40;2019-06-16;0.44;1;0;Brooklyn
235651;LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!;83257;Olan;West Village;40.74;-74.00381;Private room;130;30;80;2019-04-26;0.86;2;332;Manhattan
235951;Stylish Studio with exclusive Terrace;1236070;Dan;Midtown;40.75348;-73.97065;Entire home/apt;190;30;136;2019-06-19;1.45;1;120;Manhattan
237127;LOCATION LOCATION LOCATION Liz's;1146958;Liz;Kips Bay;40.73833;-73.98186;Entire home/apt;195;30;139;2019-04-28;1.59;4;325;Manhattan
239055;Nolita Penthouse_Private Deck_Elev_;65064;Ashley & Nir;Chinatown;40.71892;-73.99628;Entire home/apt;300;7;2;2014-10-06;0.03;1;0;Manhattan
239733;Astoria Garden Suite;1256874;Nancy;Ditmars Steinway;40.77679000000001;-73.91686999999997;Entire home/apt;75;28;49;2019-06-26;0.53;1;313;Queens
239766;Lower East Side/Chinatown 1 Bedroom;1257309;Austin;Lower East Side;40.71693;-73.98948;Entire home/apt;100;5;8;2018-05-18;0.11;1;0;Manhattan
239883;Private Room in Fort Green BK close to city;136962;Li;Fort Greene;40.68501;-73.97019;Private room;85;5;124;2019-05-25;1.32;1;69;Brooklyn
